Vessel_Name,MMSI_List,Destination_List
HST GRACE,[235095835],['BLYTH WINDFARM/BLYTH']
REVIVAL FR316,[232004190],['']
HONOR MHARI,[235102035],['GTY]]]SSWF[[[GTY']
PS SYDNEY,[247451100],['GBIMM']
KANARIS 21,[215845000],['US CRP']
ARVES OIL,[613911403],['HULL']
PIA,[211806250],['HELGOLAND']
BF RANGER,[235103844],['SAR PATROL']
JSW SALEM,[373217000],['NL RTM']
JASMINE KNUTSEN,[257324000],['GB ABD']
YARA NAUMA,[258933000],['FRAMS-DERSK']
NOS LYNX,[235081434],['OUISTREHAM']
ARK GERMANIA,[219551000],['EBJ-IMM-EBJ']
UNITED GRACE,[636019248],['CA SEI']
CAPRICE,[257619000],['FISHING']
WESER STAHL,[212848000],['FRDKK']
MSC JULIA R.,[636016430],['BEANR               ']
F/V AQUILON,[227321290],['ST VAAST LA HOUGUE']
F/V LA TRINITE,[227832880],['BOULOGNE/MER']
ESVAGT NJORD,[220612000],['SHERINGHAM SHOAL']
KILIA,[255806313],['ESALG']
ZOBU START,[538010422],['DERSK']
DONGEBORG,[245413000],['IE FOV']
HAVSTRAND,[258732000],['FISHING']
LOMAX,[235096265],['SOUTHAMPTON']
HIGH LOYALTY,[636022904],['ANTWERP']
FRUITFUL BOUGH,[232021063],['PETERHEAD']
EDUARD TOLL,[311000548],['FOR ORDERS']
WINDCAT24,[235080246],['GY LINCS GY']
SWE-FREIGHTER,[210547000],['HULL']
SOMMEN,[255805887],['GB SHO']
BG RUBY,[255771000],['NLRTM>GBBEL']
RNLI LIFEBOAT 17-26,[232004402],['MALLAIG']
AURIGA LEADER,[431647000],['ES VGO']
RDJ IJSSELSTROOM,[246412000],['NLAMS']
CONFIDENCE,[244831000],"['NL, MOERDIJK']"
SVITZER BENTLEY,[232002594],['AVONMOUTH']
YEOMAN BRIDGE,[308919000],['NLAMS']
JAEGER ARROW,[311104000],['CAGAE']
LUCKY GLORY 3,[352005350],['TALLINN']
GRAHAM ROBERTSON,[232006684],['AVONMOUTH']
GRAMPIAN CORSAIR,[235058486],['FULMAR']
SANTA TERESA,[219088000],['GBLGP-NLRTM']
GAS PEACE,[538011362],['GBSOW']
ECO NICAL,[538006688],['FR PJE']
BODIL KNUTSEN,[257998000],['JOHAN CASTBERG OIL F']
KRAKEN,[232055808],['LYM/YAR/NEEDLES']
ENERGY EMPRESS,[258723000],['ABERDEEN']
HURRICANE 1,[232052714],['']
QUEBEC EXPRESS,[310760000],['BEANR']
VB MANXMAN,[232020760],['IMMINGHAM']
HARMONY,[352003307],['CN MCH']
JANE AUSTEN,[269057512],['PARIS']
DUGONG ACE,[353453000],['BEZEE']
KITTY PETRA TTL 15,[235103572],['GRIMSBY LID GRIMS']
HM FLIPPER,[311001258],['GB ABD']
CEMGULF,[305241000],['GBRUN']
HALTBAKK STAR,[258129000],['BGGSY']
JUTLANDIA SEA,[265032000],['NLRTM']
EVITA II,[209264000],['GBABD']
MSC BRUNELLA,[255806491],['PTSIE']
GUIDING STAR HL2,[232032896],['FISHING GNDS']
BOREALIS,[311000987],['FOTHO']
RESTAURATION,[257004600],['FUNCHAL']
RIBHINN DONN II,[235000765],['']
OSHIMA JAPAN,[548652000],['US MSY>NL RTM']
S92A 222,[111232511],['']
ILSE D,[255802790],['NLRTM']
INDEPENDENT FUTURE,[255805803],['GBSOU']
SVARTFOSS,[257315000],['GBGSY']
CATRIONA,[235116772],['LOCHRANZA-CLAONAIG']
PORTARIA,[256077000],['FOR ORDERS']
SKY PRINCESS,[310780000],['DK SKA']
BOLU,[636022767],['ALIAGA TRK']
SKANDI GAMMA,[259699000],['CAPTAIN FIELD']
NJORD AVOCET,[235095773],['RAMSTGATE TO THANET']
OCEAN PROTECTOR,[255746000],['OOSTENDE']
WILLSUPPORT,[235105178],['MILFORDHAVEN']
ANGELINA,[232007300],['CHANNEL 16 FOR INFO']
SPYROS K,[636015119],['NLRTM>GUYANA']
HELLAS AVATAR,[256757000],['FLUSHING NL']
FARRA EMER,[232046091],['GBGSY<>RACEBANK OWF']
CITY OF LONDON,[233322000],['CHARLTON']
TIRRICK,[232008656],['SULLOM VOE']
ATLANTIC REEFER,[636016238],['GBDVR']
CRANE BARGE 1,[244670111],['']
GPS IBERIA,[244620729],['THAMES']
MAIDEN CASTLE,[235075439],['PORTLAND']
NIMROD III,[235031899],['SECRET PLACE']
ALS,[255848000],['GBGTN']
GREETJE,[244978000],['GBNPT']
DANCING BRAVE,[563033300],['DZ AZW']
GASCHEM BALTIC,[255802780],['FRDKK']
CARINA II BF803,[232018710],['']
LADY OF LISMORE,[232038210],['ISLE  OF LISMORE']
AQUATECH SURVEYOR,[232020541],['MEDWAY']
CWIND ARTIMUS,[235110913],['ABER >WINDFARM >ABER']
SD SOLENT SPIRIT,[235066825],['PORT']
CRISTINA MASAVEU,[225424000],['GIJON']
BARENTSZEE OF LADRAM,[235000360],['BRIXHAM']
GV  COURAGE SH170,[233308000],['CH16 INFO']
WILSON PERTH,[257540000],['DEBRE > ESPAS']
CONTENDER,[235094715],['GYM <> MOSTYN']
FEDERAL ASAHI,[538006753],"['ROUEN, FRANCE']"
HMM PRIDE,[441486000],['BEANR->SGSIN']
ARAMIS,[255915755],['ITSPE']
PANEMORFI,[256617000],['GBIMM']
STEN HIDRA,[258751000],['CASNI']
CORAL LEADER,[308038000],['TRAUT=>DEBRV']
ANDROMEDA J,[209850000],['IEDUB']
VB PETER,[232049867],['HARBOUR TOWAGE']
ASPEN,[210553000],['GBNHO']
SPECTRUM 4,[235080287],['LIVERPOOL><BBWF']
LADY ANNE-LYN,[244710969],['SESOE']
BERT PRIOR,[235056698],['LONDON']
CT PACHUCA,[255805903],['SEHEL']
BELCINAC,[228152010],['CAUDEBEC']
NR PANTHER,[235087487],['GYM OWF']
LADY GUIA,[247439900],['NLRTM']
UNITY MAPLE,[311064900],['TR IDS']
COSCO GLORY,[477795300],['NLRTM']
FAIRHAVENS,[235114728],['FISHING']
OCEAN_VISION BF190,[232012960],['FISHING CH16/73']
TORONTO EXPRESS,[310749000],['SOUTHAMPTON']
SOLAR RUO YUN,[636019994],['US NYC']
VST OCEANIA,[352003576],['SGSIN']
CEMCOASTER,[255806478],['GIJON']
PATRIOT             ,[303210000],['GB SOU              ']
SCAPA PATHFINDER,[232022849],['KIRKWALL']
BBC HUDSON,[305404000],['ESFRO']
PRIMERO,[311000516],['GB TEE']
ARKLOW FALCON,[250002033],['SETUBAL']
BLEO HOLM,[306239000],['BLEO HOLM']
GV ARINA,[234002000],['GUARD EA3 CABLE']
PRINS JOHAN FRISO,[244780646],['']
ADVENTURER,[250001028],['BALLYCOTTON']
DUZGIT VENTURE,[249817000],['GBBEL']
SEA CHARENTE,[246362000],['PORTHOUSTOK']
GALLOPER,[235062227],['']
HMS IRON DUKE,[234603904],['']
GULHOLMEN,[538005551],['GBCLY>GBSOW']
BLUE ASPIRE,[636023927],['ES VGO']
FAITHFUL FR129,[232034585],['']
DSB-01,[232039078],['']
BAYAMO,[245669000],['BASSENS']
GV REAPER,[232022358],['BERWICK BANK']
HURRICANE CLIPPER,[235053188],['']
MFV.ATLANTIC ROSE,[250006145],['MCDUFF  SCOTLAND']
MSC TAMISHKA F,[636019364],['IEDUB']
SEA DOLPHIN C,[255806239],['IEWAT']
BLUENOSE,[232005805],['INVERKIP']
MOLNES,[259525000],['TROMSO']
ELISA,[236745000],['GREAT YARMOUTH']
MAINPORT EDGE,[538010742],['PLGDN']
MEDAL,[255987000],['ESVGO']
